order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
36245,8450,Pending,6/5/2022,1/18/2021,6/5/2022,48,51
36246,5257,Shipped,5/12/2021,11/5/2019,5/12/2021,35,138
36247,3494,Shipped,4/25/2020,4/18/2021,4/25/2020,3,178
36248,4010,Pending,8/22/2021,11/13/2020,8/22/2021,50,172
36249,4692,Shipped,10/14/2020,4/15/2020,10/14/2020,2,120
36250,1156,Pending,11/21/2020,3/11/2019,11/21/2020,20,137
36251,3259,Pending,10/29/2020,8/27/2018,10/29/2020,31,128
36252,9973,Shipped,3/12/2022,9/13/2020,3/12/2022,28,29
36253,3649,Pending,3/30/2023,7/22/2022,3/30/2023,23,49
36254,5992,Cancelled,11/7/2022,11/23/2021,11/7/2022,7,46
36255,4552,Shipped,4/22/2018,9/5/2022,4/22/2018,26,42
36256,3763,Cancelled,10/31/2023,8/22/2021,10/31/2023,4,60
36257,7243,Pending,4/21/2020,5/5/2021,4/21/2020,23,61
36258,4960,Cancelled,1/26/2021,2/3/2018,1/26/2021,24,56
36259,2111,Cancelled,8/9/2021,5/1/2022,8/9/2021,12,167
36260,7276,Pending,2/18/2018,5/10/2023,2/18/2018,17,59
36261,369,Shipped,4/15/2019,12/5/2018,4/15/2019,33,135
36262,9382,Pending,11/4/2020,12/12/2018,11/4/2020,27,41
36263,5273,Shipped,4/20/2019,5/30/2021,4/20/2019,33,82
36264,9353,Pending,7/5/2021,5/25/2018,7/5/2021,31,77
36265,5411,Shipped,8/24/2023,12/16/2023,8/24/2023,47,112
36266,1824,Cancelled,7/23/2019,1/8/2020,7/23/2019,12,96
36267,6293,Cancelled,6/6/2020,11/30/2020,6/6/2020,42,99
36268,5704,Shipped,9/6/2020,10/29/2023,9/6/2020,3,73
36269,8734,Cancelled,6/29/2020,11/4/2022,6/29/2020,30,180
36270,8171,Cancelled,1/20/2018,6/17/2019,1/20/2018,46,60
36271,4478,Pending,9/15/2023,5/21/2020,9/15/2023,25,147
36272,3339,Pending,6/16/2023,4/29/2021,6/16/2023,20,190
36273,8255,Shipped,7/6/2019,9/15/2020,7/6/2019,45,160
36274,6337,Shipped,6/5/2023,6/11/2020,6/5/2023,16,39
36275,1574,Cancelled,7/22/2019,12/2/2022,7/22/2019,27,178
36276,732,Pending,5/28/2023,1/8/2018,5/28/2023,42,199
36277,582,Cancelled,6/7/2018,3/6/2019,6/7/2018,4,69
36278,6162,Cancelled,6/27/2022,7/24/2019,6/27/2022,34,68
36279,2365,Pending,11/5/2021,9/15/2019,11/5/2021,29,75
36280,196,Pending,5/5/2022,6/17/2018,5/5/2022,30,184
36281,5439,Pending,12/13/2019,5/22/2018,12/13/2019,31,56
36282,74,Cancelled,10/10/2023,5/31/2020,10/10/2023,46,21
36283,2299,Pending,6/14/2018,8/18/2023,6/14/2018,22,191
36284,7601,Cancelled,4/13/2018,5/19/2021,4/13/2018,43,51
36285,9069,Cancelled,6/28/2021,10/23/2021,6/28/2021,19,126
36286,6910,Cancelled,9/7/2022,1/28/2022,9/7/2022,46,174
36287,1881,Pending,4/6/2018,4/6/2019,4/6/2018,13,141
36288,6178,Cancelled,5/31/2019,1/3/2023,5/31/2019,44,101
36289,1914,Cancelled,1/24/2023,9/3/2018,1/24/2023,13,54
36290,6698,Shipped,5/15/2022,4/24/2018,5/15/2022,14,117
36291,6881,Shipped,10/3/2019,1/29/2021,10/3/2019,33,42
36292,5065,Shipped,9/6/2019,11/23/2020,9/6/2019,48,63
36293,362,Shipped,4/4/2023,3/12/2020,4/4/2023,27,137
36294,8364,Cancelled,5/24/2023,6/14/2020,5/24/2023,36,122
36295,4726,Shipped,2/1/2020,2/20/2020,2/1/2020,45,123
36296,4360,Cancelled,10/25/2021,7/7/2023,10/25/2021,35,40
36297,8356,Shipped,3/12/2020,6/18/2020,3/12/2020,10,43
36298,8752,Shipped,6/7/2022,9/23/2019,6/7/2022,33,186
36299,8196,Cancelled,3/1/2020,12/22/2018,3/1/2020,47,79
36300,621,Pending,6/8/2021,9/12/2021,6/8/2021,41,187
36301,7482,Cancelled,7/23/2021,1/31/2022,7/23/2021,36,94
36302,4061,Pending,5/7/2019,9/8/2019,5/7/2019,9,10
36303,2982,Pending,7/31/2021,7/26/2022,7/31/2021,18,49
36304,386,Shipped,9/17/2023,7/7/2021,9/17/2023,44,77
36305,4918,Pending,3/14/2019,7/8/2020,3/14/2019,7,55
36306,291,Shipped,6/4/2019,2/10/2018,6/4/2019,10,11
36307,8111,Cancelled,3/28/2020,6/4/2023,3/28/2020,13,188
36308,1712,Pending,5/1/2020,2/27/2019,5/1/2020,3,49
36309,3841,Shipped,11/3/2020,4/5/2022,11/3/2020,8,182
36310,1292,Shipped,8/25/2023,1/31/2021,8/25/2023,48,138
36311,5094,Shipped,10/25/2023,10/29/2018,10/25/2023,13,119
36312,6651,Shipped,3/30/2019,7/1/2023,3/30/2019,42,86
36313,1530,Cancelled,7/3/2019,6/9/2022,7/3/2019,29,178
36314,4485,Pending,10/1/2020,12/6/2019,10/1/2020,46,122
36315,562,Shipped,9/23/2018,4/16/2019,9/23/2018,16,32
36316,1291,Pending,9/12/2020,12/30/2018,9/12/2020,28,191
36317,6584,Pending,10/13/2019,5/15/2022,10/13/2019,36,19
36318,186,Shipped,3/25/2020,12/12/2020,3/25/2020,41,137
36319,1339,Pending,3/2/2021,7/11/2022,3/2/2021,9,183
36320,1199,Cancelled,4/19/2018,7/6/2021,4/19/2018,34,175
36321,2209,Shipped,5/8/2023,3/24/2021,5/8/2023,29,87
36322,4956,Cancelled,6/16/2021,3/18/2022,6/16/2021,5,11
36323,282,Cancelled,1/30/2020,12/21/2020,1/30/2020,11,14
36324,2864,Cancelled,5/21/2021,1/10/2022,5/21/2021,6,14
36325,2035,Pending,6/15/2023,7/1/2021,6/15/2023,15,182
36326,6517,Shipped,4/23/2018,2/7/2020,4/23/2018,40,13
36327,6538,Pending,4/16/2021,10/3/2020,4/16/2021,25,125
36328,6222,Shipped,6/28/2020,9/19/2019,6/28/2020,15,152
36329,8149,Pending,5/22/2022,8/25/2021,5/22/2022,28,78
36330,9152,Pending,7/3/2021,12/19/2022,7/3/2021,6,27
36331,4329,Shipped,12/6/2019,10/22/2020,12/6/2019,11,108
36332,7059,Cancelled,8/24/2019,4/23/2018,8/24/2019,19,45
36333,5379,Shipped,6/26/2018,10/8/2021,6/26/2018,10,4
36334,2822,Cancelled,8/19/2021,6/8/2023,8/19/2021,43,94
36335,2795,Cancelled,6/10/2023,11/14/2018,6/10/2023,41,156
36336,6086,Pending,11/3/2023,6/20/2020,11/3/2023,25,30
36337,2231,Cancelled,1/26/2022,5/25/2023,1/26/2022,2,7
36338,6111,Pending,6/13/2019,8/16/2021,6/13/2019,12,83
36339,3834,Cancelled,1/1/2021,6/21/2021,1/1/2021,14,95
36340,8386,Pending,3/17/2023,11/5/2021,3/17/2023,16,104
36341,284,Cancelled,8/31/2021,1/13/2018,8/31/2021,12,132
36342,9820,Pending,4/3/2021,10/10/2021,4/3/2021,23,60
36343,1994,Cancelled,11/19/2018,7/17/2018,11/19/2018,22,88
36344,9613,Pending,10/13/2023,12/18/2022,10/13/2023,2,138
36345,6269,Shipped,6/21/2021,11/17/2023,6/21/2021,15,103
36346,6247,Pending,12/2/2023,6/13/2020,12/2/2023,15,116
36347,5719,Shipped,11/1/2021,5/1/2019,11/1/2021,5,72
36348,3639,Cancelled,5/26/2023,2/17/2020,5/26/2023,36,43
36349,9588,Pending,4/9/2018,10/5/2022,4/9/2018,29,62
36350,1796,Cancelled,9/8/2022,1/27/2021,9/8/2022,46,182
36351,2348,Shipped,6/29/2023,3/10/2019,6/29/2023,28,197
36352,6989,Shipped,1/31/2019,4/30/2020,1/31/2019,5,68
36353,1913,Cancelled,5/14/2022,9/24/2022,5/14/2022,14,188
36354,8270,Pending,10/12/2023,9/3/2022,10/12/2023,24,174
36355,4283,Pending,9/17/2019,11/4/2021,9/17/2019,6,82
36356,5775,Cancelled,6/14/2020,10/7/2023,6/14/2020,25,31
36357,4931,Pending,6/25/2023,8/4/2021,6/25/2023,42,27
36358,5882,Cancelled,10/7/2021,3/30/2022,10/7/2021,13,43
36359,1899,Pending,9/14/2022,2/9/2020,9/14/2022,39,100
36360,4214,Pending,4/30/2023,4/19/2020,4/30/2023,10,188
36361,9085,Cancelled,3/9/2023,5/14/2022,3/9/2023,13,198
36362,1366,Shipped,3/21/2019,4/27/2019,3/21/2019,50,64
36363,2512,Cancelled,5/15/2019,12/24/2018,5/15/2019,47,85
36364,352,Pending,1/4/2018,10/11/2022,1/4/2018,44,124
36365,1,Cancelled,6/18/2021,12/31/2018,6/18/2021,26,197
36366,4490,Shipped,6/23/2018,2/26/2022,6/23/2018,7,170
36367,416,Cancelled,8/3/2019,1/8/2019,8/3/2019,46,197
36368,9567,Pending,11/30/2022,2/8/2019,11/30/2022,34,109
36369,8264,Cancelled,6/4/2018,12/9/2019,6/4/2018,28,130
36370,9261,Pending,9/30/2018,3/8/2023,9/30/2018,10,133
36371,9451,Shipped,1/28/2018,6/25/2018,1/28/2018,47,61
36372,5219,Pending,9/3/2018,8/17/2021,9/3/2018,43,78
36373,7390,Pending,3/1/2023,12/28/2023,3/1/2023,10,39
36374,1078,Pending,3/27/2019,9/17/2018,3/27/2019,47,168
36375,8166,Cancelled,2/26/2020,8/22/2023,2/26/2020,16,46
36376,7606,Shipped,8/29/2021,11/2/2023,8/29/2021,47,45
36377,8791,Cancelled,7/20/2023,8/15/2019,7/20/2023,16,55
36378,2342,Cancelled,1/18/2023,4/19/2023,1/18/2023,7,40
36379,6624,Shipped,1/10/2018,4/2/2019,1/10/2018,1,110
36380,8760,Cancelled,2/6/2020,7/23/2023,2/6/2020,12,140
36381,8244,Pending,9/14/2019,12/9/2022,9/14/2019,42,77
36382,3472,Shipped,12/31/2022,8/21/2020,12/31/2022,23,175
36383,3434,Shipped,4/15/2020,7/17/2021,4/15/2020,8,159
36384,8008,Pending,10/13/2020,6/17/2023,10/13/2020,29,58
36385,1032,Cancelled,6/3/2019,9/14/2019,6/3/2019,40,138
36386,1591,Shipped,5/13/2019,9/13/2023,5/13/2019,19,42
36387,4585,Pending,8/13/2022,11/15/2020,8/13/2022,31,167
36388,2180,Shipped,3/6/2023,6/17/2018,3/6/2023,32,159
36389,4090,Cancelled,6/2/2020,9/23/2023,6/2/2020,8,171
36390,6640,Cancelled,3/24/2023,8/20/2019,3/24/2023,14,122
36391,9685,Cancelled,11/10/2018,10/25/2021,11/10/2018,19,72
36392,5261,Pending,8/19/2020,7/5/2018,8/19/2020,17,15
36393,3265,Pending,9/14/2022,3/12/2021,9/14/2022,50,163
36394,3551,Shipped,3/27/2018,1/8/2020,3/27/2018,19,22
36395,9032,Pending,8/15/2022,11/28/2022,8/15/2022,40,22
36396,1240,Pending,5/1/2020,12/3/2021,5/1/2020,32,19
36397,7926,Pending,9/4/2018,11/13/2019,9/4/2018,36,15
36398,5784,Pending,1/10/2021,1/10/2018,1/10/2021,48,121
36399,4317,Pending,10/20/2019,9/10/2022,10/20/2019,26,33
36400,4876,Shipped,4/20/2022,2/2/2022,4/20/2022,40,40
36401,1592,Cancelled,6/23/2021,11/11/2019,6/23/2021,10,18
36402,3520,Pending,4/20/2020,11/24/2019,4/20/2020,35,128
36403,4547,Pending,1/15/2019,7/17/2021,1/15/2019,50,14
36404,5874,Shipped,8/11/2021,9/21/2023,8/11/2021,11,41
36405,8818,Shipped,8/6/2018,10/2/2020,8/6/2018,42,19
36406,105,Cancelled,1/19/2018,8/28/2022,1/19/2018,40,70
36407,9831,Pending,8/15/2019,8/8/2018,8/15/2019,4,193
36408,5350,Shipped,7/3/2019,5/18/2022,7/3/2019,12,12
36409,6447,Cancelled,1/14/2023,9/9/2021,1/14/2023,34,198
36410,2635,Shipped,10/1/2018,12/24/2020,10/1/2018,50,18
36411,6820,Shipped,11/9/2020,3/23/2018,11/9/2020,2,124
36412,423,Pending,10/8/2023,2/10/2019,10/8/2023,5,174
36413,1691,Cancelled,11/20/2020,9/19/2019,11/20/2020,30,18
36414,7491,Pending,7/26/2023,10/7/2023,7/26/2023,31,67
36415,3810,Shipped,8/29/2019,3/28/2019,8/29/2019,49,126
36416,3930,Cancelled,4/30/2020,8/20/2018,4/30/2020,33,171
36417,1997,Shipped,1/17/2022,12/14/2020,1/17/2022,46,179
36418,5057,Cancelled,12/12/2019,6/21/2023,12/12/2019,47,184
36419,5845,Cancelled,10/24/2022,7/25/2020,10/24/2022,19,46
36420,2831,Shipped,1/23/2022,5/15/2020,1/23/2022,15,200
36421,9355,Cancelled,5/27/2022,3/2/2020,5/27/2022,37,75
36422,8506,Pending,6/16/2020,6/7/2022,6/16/2020,10,170
36423,4212,Shipped,8/7/2019,1/13/2023,8/7/2019,1,168
36424,593,Cancelled,4/8/2020,4/15/2021,4/8/2020,18,146
36425,6921,Shipped,7/3/2020,7/17/2019,7/3/2020,23,9
36426,7652,Shipped,2/10/2023,10/1/2020,2/10/2023,26,177
36427,9352,Pending,12/10/2022,3/19/2021,12/10/2022,46,130
36428,9898,Cancelled,10/15/2021,5/4/2021,10/15/2021,47,140
36429,6897,Shipped,8/27/2020,9/17/2023,8/27/2020,30,83
36430,9191,Cancelled,8/11/2020,3/12/2023,8/11/2020,1,189
36431,4753,Cancelled,8/10/2018,3/30/2023,8/10/2018,45,62
36432,540,Shipped,3/2/2022,8/17/2019,3/2/2022,23,196
36433,1196,Shipped,9/18/2022,12/26/2021,9/18/2022,26,186
36434,9820,Cancelled,10/8/2021,11/1/2022,10/8/2021,4,126
36435,8326,Cancelled,2/16/2020,2/21/2018,2/16/2020,41,98
36436,4169,Pending,2/11/2020,9/5/2023,2/11/2020,7,152
36437,7156,Cancelled,7/1/2019,10/17/2022,7/1/2019,37,199
36438,1590,Cancelled,6/1/2023,1/18/2019,6/1/2023,37,130
36439,6159,Pending,1/15/2021,7/31/2018,1/15/2021,48,41
36440,2805,Pending,2/4/2018,1/14/2022,2/4/2018,29,47
36441,9025,Cancelled,2/1/2018,9/5/2018,2/1/2018,35,66
36442,2095,Pending,6/29/2023,10/16/2018,6/29/2023,14,83
36443,4092,Cancelled,6/30/2018,3/15/2023,6/30/2018,7,86
36444,4025,Cancelled,2/11/2018,3/2/2018,2/11/2018,48,150
36445,5348,Pending,11/18/2019,8/20/2019,11/18/2019,41,62
36446,1664,Pending,12/20/2022,5/10/2018,12/20/2022,12,45
36447,8087,Pending,8/10/2019,5/28/2020,8/10/2019,6,126
36448,7190,Shipped,1/1/2021,6/17/2019,1/1/2021,9,21
36449,4644,Cancelled,2/19/2023,11/19/2021,2/19/2023,43,36
36450,7229,Cancelled,6/24/2019,9/17/2019,6/24/2019,6,33
36451,3381,Pending,8/4/2019,3/4/2020,8/4/2019,40,176
36452,2696,Cancelled,7/4/2018,12/1/2018,7/4/2018,19,130
36453,8839,Pending,1/24/2018,7/12/2020,1/24/2018,16,118
36454,3639,Cancelled,2/23/2021,1/4/2022,2/23/2021,4,60
36455,1194,Shipped,10/21/2022,2/1/2019,10/21/2022,22,8
36456,6908,Pending,7/30/2019,7/27/2021,7/30/2019,22,76
36457,5211,Cancelled,10/3/2023,2/28/2018,10/3/2023,25,45
36458,7829,Shipped,7/20/2021,4/17/2020,7/20/2021,41,109
36459,347,Shipped,6/21/2019,9/7/2023,6/21/2019,44,199
36460,6639,Cancelled,3/18/2019,6/30/2021,3/18/2019,19,45
36461,4070,Shipped,11/22/2022,6/18/2018,11/22/2022,20,34
36462,2309,Cancelled,6/14/2020,1/10/2023,6/14/2020,1,195
36463,5487,Pending,3/12/2021,4/4/2021,3/12/2021,2,183
36464,6229,Pending,8/13/2021,8/22/2018,8/13/2021,15,55
36465,5658,Pending,10/1/2023,8/5/2021,10/1/2023,1,71
36466,4394,Shipped,2/14/2021,12/9/2023,2/14/2021,17,68
36467,9864,Pending,1/10/2022,3/7/2023,1/10/2022,1,23
36468,2556,Cancelled,9/7/2023,4/3/2019,9/7/2023,4,94
36469,1944,Shipped,12/19/2020,9/25/2018,12/19/2020,32,6
36470,7506,Shipped,10/30/2019,8/23/2019,10/30/2019,27,63
36471,2460,Shipped,11/26/2023,1/19/2022,11/26/2023,37,26
36472,7272,Pending,6/1/2022,5/12/2018,6/1/2022,4,46
36473,3230,Shipped,7/25/2018,10/21/2022,7/25/2018,36,112
36474,3644,Shipped,1/28/2020,3/24/2023,1/28/2020,11,145
36475,8550,Shipped,12/20/2023,11/29/2018,12/20/2023,20,111
36476,4742,Shipped,9/30/2021,3/24/2022,9/30/2021,18,74
36477,111,Pending,2/21/2019,10/9/2022,2/21/2019,29,87
36478,4036,Pending,1/22/2019,5/11/2019,1/22/2019,25,162
36479,5829,Shipped,8/12/2018,2/21/2018,8/12/2018,6,27
36480,9732,Pending,5/18/2020,11/15/2023,5/18/2020,41,110
36481,1062,Cancelled,4/22/2019,3/16/2018,4/22/2019,17,190
36482,3275,Pending,5/17/2018,9/15/2020,5/17/2018,1,145
36483,8148,Pending,3/19/2018,4/11/2019,3/19/2018,5,135
36484,8233,Pending,3/10/2022,4/22/2023,3/10/2022,34,167
36485,4030,Shipped,4/20/2023,11/28/2023,4/20/2023,20,198
36486,5855,Pending,7/11/2019,6/2/2023,7/11/2019,21,80
36487,8476,Cancelled,10/17/2021,10/10/2018,10/17/2021,9,3
36488,2233,Cancelled,12/12/2018,1/6/2022,12/12/2018,48,142
36489,1228,Pending,5/17/2018,9/26/2023,5/17/2018,50,29
36490,526,Shipped,2/25/2021,5/19/2022,2/25/2021,23,188
36491,1977,Cancelled,8/27/2023,7/20/2021,8/27/2023,22,12
36492,2676,Shipped,3/26/2020,6/13/2022,3/26/2020,45,189
36493,1154,Cancelled,3/26/2022,6/15/2022,3/26/2022,36,196
36494,9480,Pending,4/3/2018,5/28/2021,4/3/2018,39,118
36495,5469,Cancelled,10/16/2018,11/14/2021,10/16/2018,29,15
36496,8907,Shipped,1/25/2019,2/3/2018,1/25/2019,29,4
36497,5981,Cancelled,5/7/2023,10/3/2020,5/7/2023,21,150
36498,4523,Pending,6/11/2018,2/18/2022,6/11/2018,15,129
36499,3645,Pending,12/22/2020,2/19/2021,12/22/2020,50,173
36500,4032,Pending,1/25/2018,7/12/2022,1/25/2018,23,87
36501,9647,Pending,6/26/2023,4/5/2021,6/26/2023,15,195
36502,5791,Cancelled,11/28/2023,11/1/2023,11/28/2023,7,187
36503,4206,Shipped,10/6/2020,6/10/2019,10/6/2020,10,24
36504,8762,Shipped,12/18/2023,10/28/2018,12/18/2023,11,148
36505,2249,Cancelled,7/30/2021,4/21/2021,7/30/2021,11,88
36506,7737,Pending,11/15/2023,7/10/2020,11/15/2023,2,195
36507,5498,Pending,6/10/2022,6/24/2021,6/10/2022,11,50
36508,7268,Pending,8/5/2020,11/21/2018,8/5/2020,41,78
36509,4784,Shipped,12/2/2023,2/23/2018,12/2/2023,1,40
36510,6198,Cancelled,2/23/2023,9/14/2023,2/23/2023,4,61
36511,8200,Shipped,5/4/2019,12/31/2019,5/4/2019,34,142
36512,5807,Cancelled,4/12/2023,6/30/2023,4/12/2023,42,179
36513,3369,Shipped,2/19/2019,2/23/2022,2/19/2019,47,20
36514,4824,Shipped,11/19/2020,7/25/2020,11/19/2020,32,81
36515,4091,Cancelled,5/17/2020,4/17/2018,5/17/2020,46,25
36516,760,Cancelled,7/1/2019,5/28/2021,7/1/2019,9,153
36517,3340,Cancelled,3/14/2023,12/3/2023,3/14/2023,28,157
36518,4437,Shipped,1/26/2018,11/1/2023,1/26/2018,1,38
36519,9732,Shipped,6/25/2021,6/9/2023,6/25/2021,27,34
36520,571,Cancelled,6/12/2023,8/5/2018,6/12/2023,17,115
36521,7149,Shipped,5/6/2021,9/28/2023,5/6/2021,14,104
36522,2327,Shipped,7/14/2023,11/13/2019,7/14/2023,24,200
36523,8353,Cancelled,1/13/2019,11/16/2022,1/13/2019,44,164
36524,6016,Shipped,9/20/2019,6/5/2018,9/20/2019,43,141
36525,2132,Cancelled,12/15/2018,7/25/2021,12/15/2018,23,123
36526,3919,Pending,4/25/2022,10/12/2022,4/25/2022,17,167
36527,5815,Cancelled,2/5/2019,2/25/2023,2/5/2019,32,45
36528,7267,Shipped,1/21/2020,6/14/2023,1/21/2020,3,14
36529,6796,Cancelled,11/23/2018,2/28/2019,11/23/2018,3,127
36530,3319,Pending,7/12/2021,5/6/2023,7/12/2021,40,193
36531,497,Pending,10/31/2021,6/17/2020,10/31/2021,4,41
36532,7339,Cancelled,1/27/2020,11/4/2022,1/27/2020,2,64
36533,6136,Shipped,8/25/2023,3/19/2023,8/25/2023,49,160
36534,4281,Cancelled,4/25/2020,12/14/2022,4/25/2020,11,104
36535,890,Shipped,11/25/2018,10/21/2018,11/25/2018,37,199
36536,3749,Shipped,10/1/2022,3/27/2023,10/1/2022,12,118
36537,9028,Pending,11/29/2023,8/6/2019,11/29/2023,30,111
36538,9477,Pending,12/17/2019,12/20/2023,12/17/2019,21,52
36539,5719,Cancelled,5/19/2019,7/15/2018,5/19/2019,6,62
36540,3732,Cancelled,3/8/2021,4/5/2022,3/8/2021,8,89
36541,9347,Cancelled,1/24/2023,1/23/2023,1/24/2023,16,79
36542,5315,Shipped,9/25/2022,12/6/2022,9/25/2022,20,125
36543,8434,Shipped,11/21/2021,11/28/2020,11/21/2021,50,169
36544,6626,Pending,11/17/2018,5/10/2018,11/17/2018,40,135
36545,394,Pending,1/23/2018,6/12/2022,1/23/2018,45,157
36546,4960,Shipped,3/23/2020,5/27/2018,3/23/2020,14,49
36547,2102,Cancelled,2/17/2020,3/30/2023,2/17/2020,41,92
36548,1632,Pending,6/23/2021,6/3/2018,6/23/2021,17,54
36549,3363,Cancelled,8/17/2022,1/25/2022,8/17/2022,3,9
36550,4183,Pending,12/13/2022,7/22/2018,12/13/2022,17,198
36551,1673,Pending,6/21/2018,7/1/2019,6/21/2018,12,31
36552,9716,Pending,6/28/2019,11/14/2020,6/28/2019,13,74
36553,4743,Cancelled,2/18/2021,9/8/2022,2/18/2021,6,175
36554,2387,Pending,7/15/2019,5/9/2023,7/15/2019,40,176
36555,5525,Cancelled,9/23/2020,10/20/2021,9/23/2020,27,174
36556,2517,Shipped,10/22/2019,6/10/2018,10/22/2019,11,145
36557,150,Cancelled,10/8/2022,3/5/2018,10/8/2022,20,110
36558,4907,Shipped,5/28/2022,11/9/2023,5/28/2022,44,45
36559,3959,Cancelled,3/14/2023,1/7/2018,3/14/2023,49,151
36560,5081,Shipped,9/23/2021,8/18/2022,9/23/2021,43,122
36561,110,Shipped,2/25/2023,11/12/2022,2/25/2023,22,78
36562,4627,Pending,9/9/2020,7/7/2021,9/9/2020,16,7
36563,5798,Pending,11/15/2023,10/1/2021,11/15/2023,24,15
36564,4295,Shipped,3/12/2021,4/25/2022,3/12/2021,26,116
36565,9485,Pending,3/14/2019,1/5/2019,3/14/2019,48,12
36566,5171,Shipped,8/6/2018,7/26/2022,8/6/2018,47,133
36567,342,Pending,1/13/2022,1/9/2023,1/13/2022,27,191
36568,2521,Cancelled,2/9/2023,9/3/2018,2/9/2023,10,109
36569,5034,Pending,7/18/2023,12/1/2020,7/18/2023,44,28
36570,9892,Pending,10/18/2021,2/4/2020,10/18/2021,32,125
36571,7161,Cancelled,11/29/2020,4/9/2023,11/29/2020,21,164
36572,3521,Cancelled,10/20/2018,4/10/2021,10/20/2018,50,96
36573,236,Pending,5/14/2020,6/26/2022,5/14/2020,11,154
36574,4739,Cancelled,4/23/2018,4/13/2019,4/23/2018,38,147
36575,1056,Shipped,8/30/2023,2/1/2021,8/30/2023,33,38
36576,5502,Cancelled,5/4/2022,11/17/2020,5/4/2022,44,137
36577,5530,Pending,9/6/2018,10/11/2022,9/6/2018,27,187
36578,9166,Cancelled,9/7/2018,6/20/2018,9/7/2018,39,144
36579,4454,Pending,6/10/2021,1/2/2020,6/10/2021,3,135
36580,9057,Cancelled,3/23/2021,6/16/2023,3/23/2021,20,166
36581,6261,Cancelled,3/18/2022,4/12/2022,3/18/2022,22,46
36582,2824,Cancelled,1/24/2022,7/4/2023,1/24/2022,39,104
36583,7428,Shipped,3/8/2021,4/20/2020,3/8/2021,41,103
36584,7949,Cancelled,2/3/2021,3/29/2019,2/3/2021,47,71
36585,3619,Cancelled,7/24/2019,8/23/2021,7/24/2019,44,54
36586,8246,Cancelled,12/24/2018,9/11/2022,12/24/2018,11,27
36587,946,Shipped,12/6/2019,12/19/2019,12/6/2019,3,177
36588,4957,Shipped,6/5/2018,12/3/2018,6/5/2018,20,140
36589,5660,Cancelled,3/13/2019,1/12/2019,3/13/2019,31,112
36590,8825,Cancelled,4/23/2020,5/4/2022,4/23/2020,35,51
36591,27,Pending,4/15/2019,9/25/2023,4/15/2019,42,149
36592,7929,Cancelled,7/8/2021,9/21/2020,7/8/2021,39,23
36593,7977,Shipped,2/16/2020,7/23/2022,2/16/2020,10,167
36594,2487,Shipped,3/12/2018,5/12/2022,3/12/2018,40,133
36595,1236,Pending,12/2/2020,10/17/2021,12/2/2020,45,38
36596,7445,Cancelled,1/4/2019,3/2/2018,1/4/2019,31,25
36597,66,Shipped,1/21/2022,2/15/2020,1/21/2022,34,175
36598,3274,Cancelled,8/1/2020,12/9/2020,8/1/2020,3,133
36599,2064,Cancelled,2/6/2021,11/14/2018,2/6/2021,8,138
36600,6643,Shipped,10/1/2019,3/24/2018,10/1/2019,33,68
36601,3931,Shipped,1/29/2019,6/22/2019,1/29/2019,47,144
36602,7552,Pending,11/8/2023,12/28/2021,11/8/2023,3,45
36603,4386,Cancelled,12/5/2021,7/6/2022,12/5/2021,19,86
36604,2522,Cancelled,1/7/2018,1/22/2022,1/7/2018,1,72
36605,5598,Shipped,4/29/2022,4/3/2020,4/29/2022,9,10
36606,6550,Cancelled,11/1/2018,5/17/2018,11/1/2018,47,141
36607,3522,Cancelled,5/27/2022,9/22/2021,5/27/2022,42,117
36608,9818,Pending,1/4/2022,6/16/2020,1/4/2022,18,108
36609,1464,Pending,1/25/2019,8/23/2022,1/25/2019,12,87
36610,7001,Cancelled,7/24/2023,6/17/2023,7/24/2023,37,118
36611,4104,Pending,10/10/2021,10/21/2020,10/10/2021,32,100
36612,85,Shipped,10/11/2022,9/20/2018,10/11/2022,49,67
36613,5939,Pending,2/25/2019,9/6/2020,2/25/2019,24,121
36614,5537,Pending,2/28/2022,6/15/2020,2/28/2022,13,55
36615,2733,Pending,4/5/2019,5/19/2022,4/5/2019,5,103
36616,3566,Shipped,9/24/2018,1/27/2022,9/24/2018,50,118
36617,3001,Pending,3/21/2020,2/29/2020,3/21/2020,42,177
36618,7108,Pending,10/21/2019,12/3/2018,10/21/2019,28,173
36619,4651,Cancelled,9/7/2019,6/10/2022,9/7/2019,24,192
36620,851,Shipped,11/6/2021,8/4/2019,11/6/2021,44,93
36621,2843,Shipped,4/2/2020,5/24/2019,4/2/2020,31,182
36622,5362,Cancelled,5/4/2020,7/30/2023,5/4/2020,3,135
36623,2920,Cancelled,1/26/2021,1/15/2020,1/26/2021,19,121
36624,3581,Shipped,5/1/2021,1/4/2018,5/1/2021,36,130
36625,3256,Pending,1/1/2018,9/26/2020,1/1/2018,3,165
36626,6450,Shipped,10/10/2020,8/17/2018,10/10/2020,41,90
36627,3098,Cancelled,2/7/2020,9/13/2023,2/7/2020,19,32
36628,5835,Shipped,7/30/2019,9/13/2021,7/30/2019,7,18
36629,5409,Cancelled,9/9/2022,11/14/2020,9/9/2022,47,75
36630,8924,Shipped,6/20/2019,5/9/2019,6/20/2019,24,169
36631,244,Cancelled,5/29/2023,6/20/2019,5/29/2023,25,150
36632,1192,Shipped,10/13/2020,6/18/2019,10/13/2020,23,169
